491,906,27,1797.91,0
632,939,5,234.06,0
128,384,38,2575.01,0
90,908,19,184.76,0
587,561,38,378.60,0
181,579,38,1075.51,0
693,860,29,1605.90,0
264,420,30,356.12,0
379,469,6,534.08,0
255,155,4,287.19,0
965,626,14,1184.01,0
319,785,3,84.16,0
644,741,21,1171.09,0
852,8,43,1209.38,0
238,293,37,1421.77,0
596,928,22,1288.42,0
530,672,21,1304.13,0
251,293,12,461.12,0
466,777,6,232.55,0
693,2,23,388.02,0
874,795,42,4098.17,0
551,154,9,195.93,0
147,473,3,57.67,0
135,614,9,113.29,0
534,617,34,3205.73,0
642,386,8,306.14,0
454,703,45,4312.01,0
977,370,12,723.16,0
232,858,29,1890.91,0
803,933,37,896.72,0
98,817,48,2227.19,0
868,613,40,1694.66,0
596,896,41,3834.92,0
815,301,36,803.49,0
803,489,40,86.40,0
270,19,50,1442.53,0
848,760,5,345.80,0
447,512,45,3540.66,0
746,830,10,93.45,0
762,361,12,328.26,0
569,357,25,1261.05,0
802,695,5,45.25,0
813,965,45,1691.07,0
760,438,25,2280.46,0
558,475,34,1944.39,0
140,272,29,1798.35,0
103,972,29,929.85,0
668,245,40,2066.21,0
469,794,49,1210.55,0
495,576,25,1940.43,0
398,385,15,1033.31,0
580,908,5,48.62,0
46,889,8,352.52,0
558,20,31,117.27,0
330,947,26,767.87,0
485,638,11,988.59,0
11,646,7,201.04,0
258,367,34,2583.05,0
705,635,9,859.30,0
735,165,30,1492.56,0
735,183,13,1245.64,0
790,394,23,2297.62,0
477,982,29,2750.58,0
476,274,5,130.60,0
295,587,38,2707.94,0
381,781,38,2671.56,0
691,946,50,2848.96,0
953,918,45,4338.09,0
238,331,1,31.35,0
139,871,34,1128.79,0
205,490,43,1395.99,0
300,351,17,1313.04,0
207,537,42,503.43,0
733,156,45,1707.09,0
49,775,44,2085.65,0
200,317,2,46.34,0
224,992,12,107.56,0
445,140,40,3309.23,0
412,699,29,2668.48,0
362,643,6,254.52,0
516,509,38,2587.16,0
550,652,19,1827.07,0
406,228,37,381.80,0
412,162,8,9.44,0
392,703,45,4312.01,0
293,499,5,357.59,0
651,754,8,122.94,0
215,293,30,1152.79,0
692,452,26,1922.70,0
287,423,29,512.88,0
462,306,18,1361.12,0
494,479,43,1844.82,0
285,915,22,64.95,0
414,915,19,56.09,0
662,34,8,56.21,0
948,612,44,4140.31,0
904,872,20,1451.07,0
135,190,36,1330.52,0
896,25,45,193.75,0
285,773,23,1855.42,0
946,828,36,372.11,0
705,256,36,2288.65,0
619,263,23,65.15,0
738,918,46,4434.49,0
602,453,28,1040.96,0
572,5,40,1683.55,0
763,514,16,959.87,0
332,826,12,361.78,0
562,910,49,4832.35,0
661,69,29,273.48,0
492,162,4,4.72,0
111,279,2,51.95,0
372,880,11,812.18,0
522,63,20,1761.50,0
969,572,49,3080.75,0
810,19,8,230.80,0
478,500,4,134.82,0
464,752,25,1170.07,0
502,286,13,1240.20,0
982,591,17,434.95,0
969,33,43,659.82,0
202,778,38,1595.38,0
704,284,13,476.01,0
196,378,26,358.37,0
830,738,15,1307.11,0
201,54,19,200.99,0
56,706,49,361.97,0
32,165,22,1094.54,0
330,69,37,348.92,0
321,712,38,2284.21,0
162,845,18,1155.01,0
665,282,34,2799.29,0
843,215,27,2087.54,0
773,562,44,1214.01,0
978,59,8,600.61,0
317,404,4,44.89,0
305,608,44,1525.58,0
723,661,12,1079.44,0
309,583,25,1770.72,0
351,903,34,1922.28,0
789,936,18,565.59,0
284,130,4,294.44,0
196,689,25,849.15,0
4,311,19,565.43,0
597,853,48,2876.86,0
710,561,38,378.60,0
603,144,26,1897.61,0
233,685,15,281.63,0
603,373,21,1025.20,0
645,65,13,29.37,0
708,206,32,789.06,0
876,772,35,1521.25,0
487,714,48,2464.81,0
486,582,23,1385.85,0
700,27,29,1945.91,0
725,763,36,1502.72,0
16,115,44,2303.09,0
243,919,18,1279.77,0
869,322,38,1137.18,0
277,270,23,666.96,0
252,606,44,2846.02,0
917,462,43,1277.43,0
148,253,39,3092.45,0
89,87,17,1199.38,0
340,157,18,372.39,0
46,762,10,88.90,0
456,971,33,3124.35,0
535,510,15,750.92,0
84,956,35,610.83,0
715,381,23,1363.01,0
596,576,38,2949.45,0
43,289,49,2362.25,0
699,317,2,46.34,0
958,322,17,508.74,0
30,109,40,1116.53,0
151,426,46,2845.76,0
729,49,11,144.57,0
196,15,21,1982.43,0
124,169,25,1764.23,0
982,80,9,522.27,0
172,760,1,69.16,0
896,148,6,463.68,0
268,873,6,207.65,0
684,541,1,98.16,0
611,275,44,1826.38,0
474,489,39,84.24,0
951,529,8,76.08,0
296,155,38,2728.27,0
159,300,26,1630.30,0
899,279,24,623.40,0
167,521,41,1474.44,0
15,108,47,1448.04,0
331,160,12,14.55,0
20,593,15,1081.35,0
828,644,23,1470.90,0
458,402,48,4131.93,0
595,788,7,437.90,0
109,356,20,237.95,0
221,653,18,681.12,0
579,617,50,4714.30,0
472,377,31,1730.39,0
952,723,11,712.65,0
781,98,19,1130.40,0
150,697,8,458.08,0
211,171,20,155.72,0
106,25,11,47.36,0
153,328,32,33.72,0
631,995,25,1138.59,0
34,558,33,1202.46,0
897,519,9,307.30,0
879,703,34,3257.96,0
662,344,28,348.13,0
823,263,31,87.82,0
404,370,16,964.21,0
839,758,44,2975.88,0
823,386,25,956.69,0
281,809,15,387.38,0
963,790,7,625.47,0
374,543,37,1139.12,0
150,921,44,477.02,0
138,55,39,1402.55,0
683,448,17,153.47,0
841,180,41,1825.33,0
528,880,45,3322.55,0
309,302,3,27.66,0
799,402,16,1377.31,0
966,28,2,110.37,0
194,141,30,49.43,0
715,909,17,1538.42,0
542,90,49,3233.76,0
619,204,3,63.19,0
326,218,9,352.18,0
801,444,32,1830.66,0
12,413,3,166.50,0
290,812,7,21.09,0
110,517,49,4692.11,0
650,406,41,1510.84,0
709,976,34,2880.75,0
953,539,9,839.07,0
856,808,21,1157.20,0
61,23,42,1790.40,0
896,271,39,1478.42,0
167,180,39,1736.29,0
523,925,13,293.75,0
91,884,48,2559.42,0
606,643,50,2121.03,0
380,556,26,373.41,0
728,226,41,1772.16,0
750,941,32,216.58,0
464,585,36,3416.44,0
338,240,37,1558.84,0
970,976,3,254.18,0
283,292,42,3556.85,0
409,230,13,758.52,0
182,526,23,280.39,0
769,907,34,1104.82,0
232,517,37,3543.02,0
562,967,28,119.59,0
959,640,13,292.57,0
259,407,18,267.12,0
725,660,36,2390.50,0
879,796,46,2102.86,0
373,435,42,3045.04,0
830,526,21,256.00,0
112,99,17,559.48,0
163,415,10,528.51,0
521,602,3,278.83,0
801,474,16,1358.57,0
30,841,41,207.81,0
977,758,44,2975.88,0
693,467,41,3912.73,0
950,52,8,567.91,0
93,843,32,492.98,0
165,718,42,1905.50,0
705,471,44,4011.75,0
485,757,42,1966.13,0
646,857,48,2561.91,0
251,633,1,75.97,0
748,429,20,544.84,0
82,989,36,2890.83,0
183,615,10,131.78,0
172,180,39,1736.29,0
994,524,44,1601.49,0
927,901,41,3722.17,0
377,738,2,174.28,0
509,436,30,484.99,0
838,708,41,1592.49,0
415,792,31,741.97,0
755,161,14,686.39,0
173,119,27,862.86,0
631,50,9,143.51,0
180,372,40,3926.77,0
175,321,32,1284.48,0
429,712,34,2043.77,0
509,110,21,560.98,0
318,284,22,805.55,0
820,873,1,34.61,0
648,972,18,577.15,0
210,65,9,20.33,0
202,190,31,1145.72,0
437,61,41,2484.29,0
212,756,34,1135.87,0
768,126,44,2198.22,0
977,798,18,1198.09,0
410,236,34,1066.45,0
403,926,1,17.40,0
237,14,49,2177.61,0
657,10,29,1939.56,0
251,367,3,227.92,0
567,312,29,284.22,0
732,915,8,23.62,0
256,170,30,971.45,0
29,276,14,771.56,0
502,638,35,3145.52,0
960,617,16,1508.58,0
873,689,41,1392.60,0
191,437,8,227.01,0
764,172,39,2180.87,0
671,723,34,2202.75,0
186,756,21,701.56,0
892,117,41,3190.35,0
290,162,1,1.18,0
884,783,17,38.94,0
53,64,22,385.41,0
182,455,17,948.81,0
860,313,37,1750.77,0
823,209,5,94.45,0
148,181,26,1116.00,0
857,167,47,2494.96,0
697,906,46,3063.10,0
519,127,30,2812.16,0
168,549,49,4465.33,0
306,125,17,406.77,0
912,253,37,2933.86,0
84,160,2,2.42,0
59,45,13,591.60,0
991,615,44,579.83,0
52,779,48,4719.12,0
252,195,40,1861.63,0
843,313,17,804.41,0
833,730,5,452.61,0
739,728,5,239.39,0
932,724,10,35.38,0
44,885,22,1350.99,0
411,147,17,1600.73,0
861,464,9,146.94,0
181,170,3,97.14,0
78,171,23,179.08,0
770,648,25,150.82,0
623,681,7,244.71,0
312,227,12,1157.95,0
349,217,33,814.77,0
233,432,35,1050.64,0
287,63,9,792.68,0
891,862,5,211.42,0
416,697,11,629.86,0
835,598,17,1495.40,0
787,196,9,685.59,0
741,244,37,558.06,0
262,208,19,954.87,0
373,553,4,115.38,0
63,31,19,752.04,0
403,591,16,409.37,0
28,641,28,1334.55,0
997,185,29,1106.49,0
705,929,36,2797.88,0
423,483,3,92.11,0
385,933,30,727.07,0
268,52,15,1064.83,0
579,926,2,34.80,0
679,249,32,2368.84,0
299,674,26,1506.47,0
508,9,45,1683.37,0
873,311,44,1309.42,0
432,247,24,2137.70,0
14,387,44,3359.06,0
268,306,25,1890.44,0
636,7,33,2782.01,0
849,178,47,4334.58,0
741,633,43,3266.77,0
188,907,36,1169.81,0
729,214,47,2929.65,0
192,270,21,608.96,0
689,555,3,290.97,0
842,816,7,171.47,0
16,298,47,1810.24,0
155,689,27,917.08,0
64,149,6,252.95,0
12,103,38,3602.04,0
952,5,49,2062.35,0
377,291,24,2026.68,0
711,225,45,1266.63,0
870,412,10,480.83,0
579,8,6,168.75,0
480,568,2,52.44,0
898,406,30,1105.49,0
571,361,37,1012.13,0
166,590,17,927.68,0
682,244,2,30.17,0
838,485,28,830.15,0
686,837,12,1109.31,0
649,121,32,1505.04,0
598,255,16,1272.77,0
33,63,30,2642.26,0
957,276,40,2204.46,0
653,568,14,367.06,0
530,54,28,296.20,0
903,867,39,3529.80,0
838,948,18,1526.06,0
440,869,30,2185.59,0
36,364,27,845.75,0
264,133,16,692.04,0
514,338,45,506.46,0
947,899,47,1907.46,0
13,515,1,86.75,0
223,972,15,480.96,0
543,178,37,3412.33,0
902,162,37,43.64,0
476,518,14,748.38,0
906,419,3,39.68,0
564,17,15,834.25,0
262,361,43,1176.26,0
74,22,28,70.08,0
22,860,34,1882.78,0
555,30,31,748.52,0
896,661,43,3868.00,0
802,2,5,84.35,0
974,217,47,1160.43,0
275,428,47,1570.89,0
1,270,43,1246.92,0
24,954,4,85.96,0
396,705,41,2471.89,0
654,79,25,790.48,0
954,13,8,72.24,0
981,940,46,2380.88,0
69,684,38,1406.28,0
567,592,29,2106.72,0
811,830,27,252.30,0
406,44,20,273.16,0
344,208,27,1356.92,0
855,264,46,942.71,0
231,63,6,528.45,0
913,253,36,2854.57,0
555,550,24,2292.70,0
543,67,25,532.83,0
756,945,30,2043.49,0
849,442,36,1330.78,0
505,7,29,2444.80,0
522,295,16,122.31,0
113,70,9,497.21,0
994,332,20,878.33,0
956,229,19,292.84,0
433,374,41,3958.38,0
218,160,5,6.06,0
540,738,13,1132.83,0
887,353,7,91.98,0
833,484,31,286.60,0
437,637,18,792.81,0
327,454,49,2655.26,0
715,238,15,123.95,0
832,142,17,306.56,0
363,914,25,1395.92,0
451,711,6,386.31,0
637,736,4,106.54,0
235,450,29,1378.45,0
238,226,40,1728.94,0
355,507,10,89.65,0
810,511,26,2358.93,0
795,780,32,2156.27,0
757,407,26,385.85,0
786,7,50,4215.17,0
43,467,45,4294.46,0
414,664,24,1805.12,0
307,779,41,4030.92,0
182,814,5,174.57,0
737,21,37,2753.55,0
9,521,33,1186.75,0
817,883,26,1793.61,0
164,162,25,29.49,0
459,209,23,434.49,0
924,21,3,223.26,0
365,91,31,219.47,0
183,240,43,1811.62,0
534,828,6,62.02,0
189,362,24,1299.93,0
268,353,36,473.05,0
97,156,41,1555.35,0
884,268,15,887.62,0
348,291,26,2195.57,0
491,59,17,1276.29,0
387,800,35,3015.47,0
195,490,15,486.97,0
775,954,10,214.89,0
682,215,10,773.16,0
410,556,19,272.87,0
675,137,35,2296.76,0
71,823,21,965.40,0
279,881,48,1004.97,0
78,117,16,1245.01,0
130,176,45,4480.76,0
974,311,34,1011.82,0
203,401,5,360.70,0
211,212,13,1132.72,0
851,258,26,1228.28,0
373,523,1,78.36,0
945,975,36,1611.63,0
251,639,50,3960.19,0
777,474,36,3056.78,0
310,325,31,390.81,0
190,629,36,2601.74,0
30,233,23,169.00,0
54,948,8,678.25,0
823,333,32,813.08,0
878,307,15,991.68,0
636,400,22,1141.53,0
221,937,28,1764.07,0
727,493,49,3349.28,0
561,370,21,1265.53,0
269,461,31,717.29,0
616,871,22,730.39,0
525,776,16,1044.42,0
869,744,27,857.00,0
193,723,5,323.93,0
524,574,19,187.47,0
761,21,10,744.20,0
482,633,37,2810.94,0
233,320,27,1159.11,0
191,38,30,1666.44,0
410,523,21,1645.51,0
418,190,27,997.89,0
303,412,25,1202.09,0
659,408,13,659.44,0
700,987,45,2567.47,0
985,836,5,168.29,0
504,697,2,114.52,0
902,644,17,1087.19,0
209,628,20,1751.99,0
199,175,11,683.52,0
892,982,33,3129.97,0
949,886,50,205.71,0
562,420,39,462.95,0
972,501,41,3117.09,0
380,961,47,2753.64,0
336,973,47,4447.69,0
565,994,35,3439.32,0
460,819,7,40.84,0
357,992,12,107.56,0
281,107,1,61.96,0
368,169,3,211.71,0
552,295,2,15.29,0
669,823,1,45.97,0
357,267,21,373.79,0
34,669,50,1735.26,0
856,373,45,2196.85,0
203,459,25,947.56,0
762,189,34,280.37,0
610,498,36,1691.53,0
757,965,46,1728.65,0
227,972,14,448.90,0
975,11,48,3905.29,0
379,426,19,1175.42,0
103,398,46,418.68,0
529,391,43,3382.88,0
92,166,16,913.02,0
939,220,36,935.85,0
530,363,37,542.01,0
791,970,13,80.88,0
366,701,42,3969.82,0
857,928,15,878.47,0
903,650,23,2202.18,0
478,341,48,1804.74,0
629,76,21,976.86,0
20,286,23,2194.20,0
28,97,20,123.48,0
341,190,39,1441.39,0
139,893,46,2889.90,0
406,185,47,1793.27,0
117,908,41,398.69,0
575,194,49,1888.57,0
50,702,30,2532.38,0
570,169,29,2046.51,0
38,444,1,57.21,0
852,594,32,1671.58,0
616,931,50,923.78,0
693,490,27,876.55,0
450,657,1,15.79,0
818,210,43,1649.16,0
506,557,40,2348.12,0
800,847,18,1036.52,0
722,980,13,126.31,0
500,580,40,786.34,0
112,849,11,871.52,0
177,945,43,2929.00,0
224,951,15,807.60,0
45,714,34,1745.91,0
430,688,26,929.22,0
805,416,37,1083.88,0
229,492,5,198.44,0
84,583,7,495.80,0
262,955,18,73.85,0
600,126,33,1648.66,0
350,638,21,1887.31,0
597,290,12,208.89,0
118,971,6,568.06,0
212,630,8,101.16,0
629,866,13,1264.91,0
384,576,10,776.17,0
159,149,25,1053.95,0
945,834,28,1360.31,0
363,827,45,2308.51,0
696,895,23,1573.60,0
679,923,24,1840.51,0
498,591,46,1176.93,0
947,686,16,390.86,0
621,846,34,3156.67,0
36,835,34,3058.52,0
211,769,26,1230.41,0
225,213,2,10.18,0
911,894,32,2881.66,0
403,967,18,76.88,0
9,300,36,2257.34,0
507,321,33,1324.62,0
93,490,32,1038.87,0
505,761,13,1131.32,0
202,809,24,619.81,0
76,974,34,1804.86,0
398,716,44,1834.70,0
635,118,49,3786.32,0
951,857,23,1227.58,0
766,625,2,84.26,0
598,165,13,646.78,0
102,818,2,94.34,0
610,107,29,1796.83,0
909,222,7,438.15,0
647,220,5,129.98,0
926,915,43,126.94,0
205,323,34,2489.22,0
99,474,33,2802.05,0
275,614,1,12.59,0
703,15,14,1321.62,0
738,406,5,184.25,0
216,409,42,1590.51,0
743,242,25,967.65,0
15,908,40,388.96,0
175,563,2,64.60,0
819,377,36,2009.49,0
348,235,43,179.49,0
526,318,13,634.64,0
17,998,30,712.46,0
207,662,13,1096.98,0
105,154,20,435.39,0
983,375,9,206.55,0
348,799,17,629.77,0
411,632,23,1902.80,0
129,360,41,3811.41,0
673,298,10,385.16,0
308,307,16,1057.79,0
43,44,3,40.97,0
88,213,27,137.47,0
877,413,33,1831.49,0
792,562,34,938.10,0
631,568,45,1179.84,0
546,355,15,307.99,0
339,174,14,480.77,0
396,297,20,1275.21,0
214,592,48,3486.99,0
23,646,10,287.20,0
715,931,13,240.18,0
11,816,18,440.92,0
715,708,18,699.14,0
737,169,24,1693.66,0
741,274,50,1306.01,0
547,627,25,2497.13,0
864,325,33,416.02,0
984,803,26,40.93,0
550,815,36,3446.81,0
379,920,43,3901.74,0
662,964,1,67.34,0
443,453,26,966.60,0
482,62,26,1558.40,0
621,68,17,1285.84,0
931,139,25,1357.79,0
42,338,47,528.97,0
143,894,8,720.41,0
331,867,9,814.57,0
597,398,18,163.83,0
505,401,43,3101.99,0
6,22,25,62.57,0
394,465,25,1749.25,0
663,967,16,68.34,0
940,843,47,724.07,0
961,825,47,3716.61,0
508,610,26,1211.21,0
297,477,16,359.03,0
548,277,6,32.36,0
939,602,38,3531.85,0
644,710,8,675.82,0
720,400,38,1971.74,0
729,975,25,1119.19,0
344,832,38,2221.42,0
67,720,49,1803.09,0
702,190,17,628.30,0
141,557,35,2054.60,0
196,105,43,3349.13,0
432,407,5,74.20,0
797,302,23,212.08,0
486,956,32,558.47,0
963,31,18,712.46,0
483,307,39,2578.37,0
917,897,10,762.63,0
302,279,2,51.95,0
543,657,4,63.16,0
790,335,24,985.44,0
325,576,45,3492.77,0
571,932,14,1064.26,0
792,674,6,347.65,0
860,911,27,2195.26,0
24,583,50,3541.43,0
206,648,46,277.52,0
866,266,10,859.18,0
324,838,47,2148.82,0
808,168,34,1412.58,0
966,502,37,1365.52,0
260,957,44,1730.77,0
843,230,10,583.48,0
931,118,38,2936.33,0
907,628,3,262.80,0
987,160,50,60.61,0
66,601,16,1471.06,0
999,504,18,1209.53,0
863,217,43,1061.67,0
348,809,26,671.46,0
546,265,7,623.01,0
282,273,3,193.52,0
534,277,23,124.04,0
443,31,50,1979.05,0
358,523,30,2350.73,0
591,372,4,392.68,0
150,855,28,2230.31,0
32,40,14,689.74,0
408,660,6,398.42,0
786,743,44,4208.69,0
479,11,3,244.08,0
225,809,23,593.99,0
669,784,2,46.70,0
624,359,32,3011.97,0
170,262,22,1770.29,0
926,192,21,874.71,0
513,679,27,2303.49,0
78,70,1,55.25,0
464,138,21,620.55,0
324,587,28,1995.32,0
830,340,32,1485.74,0
108,588,39,1046.01,0
662,632,39,3226.49,0
623,517,18,1723.63,0
124,271,39,1478.42,0
852,288,10,452.59,0
130,702,18,1519.43,0
898,389,23,659.54,0
815,781,43,3023.08,0
608,626,19,1606.88,0
370,633,50,3798.57,0
597,895,31,2120.93,0
548,813,28,2255.76,0
748,420,26,308.63,0
842,404,29,325.48,0
910,42,49,1973.37,0
593,749,34,3263.26,0
651,213,22,112.02,0
564,1,14,903.95,0
702,938,28,523.28,0
154,701,17,1606.83,0
86,255,46,3659.22,0
362,160,13,15.76,0
225,160,39,47.27,0
759,855,43,3425.11,0
242,870,33,2745.73,0
818,761,31,2697.76,0
186,664,44,3309.39,0
387,364,21,657.80,0
739,560,31,2899.80,0
800,636,7,600.89,0
641,690,50,3418.74,0
43,991,26,2246.08,0
278,79,25,790.48,0
564,343,20,1109.05,0
547,491,1,70.97,0
748,268,48,2840.40,0
299,249,39,2887.03,0
762,291,17,1435.56,0
662,142,7,126.23,0
128,912,21,84.46,0
3,594,50,2611.84,0
325,357,28,1412.38,0
289,404,32,359.16,0
904,743,47,4495.64,0
362,769,8,378.59,0
400,942,4,45.12,0
234,321,33,1324.62,0
367,700,4,280.98,0
394,984,3,252.15,0
118,308,29,2789.83,0
479,426,38,2350.84,0
269,493,1,68.35,0
713,165,41,2039.83,0
961,640,32,720.17,0
324,555,26,2521.75,0
701,70,16,883.94,0
915,167,46,2441.88,0
574,326,9,720.41,0
443,211,49,284.65,0
487,431,8,569.48,0
246,755,1,46.11,0
92,300,38,2382.75,0
642,647,13,146.83,0
623,262,30,2414.03,0
143,496,21,1600.56,0
375,61,19,1151.25,0
444,324,7,141.27,0
363,652,15,1442.42,0
982,227,32,3087.86,0
414,512,45,3540.66,0
849,374,31,2992.92,0
177,888,5,62.64,0
749,983,12,231.78,0
990,191,12,723.69,0
913,105,19,1479.85,0
236,280,48,2841.70,0
37,822,32,639.27,0
168,700,20,1404.90,0
352,518,19,1015.65,0
603,536,43,896.18,0
834,297,9,573.85,0
313,378,9,124.05,0
289,964,11,740.75,0
789,790,37,3306.03,0
360,930,9,681.49,0
212,801,21,1923.59,0
599,324,6,121.09,0
964,653,13,491.92,0
521,651,3,191.97,0
442,914,32,1786.78,0
835,885,32,1965.07,0
401,601,45,4137.36,0
817,961,15,878.82,0
119,702,49,4136.23,0
604,106,46,2917.64,0
773,163,35,2441.27,0
797,643,35,1484.72,0
437,132,22,1180.90,0
773,187,32,2770.67,0
678,998,5,118.74,0
617,224,38,3147.39,0
83,79,37,1169.90,0
696,549,22,2004.84,0
114,946,8,455.83,0
220,805,14,231.08,0
265,145,42,1221.32,0
202,353,46,604.45,0
668,695,38,343.92,0
632,860,24,1329.02,0
